token,gender,transcription,romanize1,romanize2,romanize3
มณียา,f,ma0.ni:0.ja:0,Maniya,Maneeya,
มณีวรรณ,f,ma0.ni:0.wan0,Maniwan,Maneewan,Maneevan
มณีวรรณ์,f,ma0.ni:0.wan0,Maniwan,Maneewan,Maneevan
มณีเนตร,f,ma0.ni:0.ne:t2,Maninet,Maneenet,Maneenate
มนฑา,f,mon0.tha:0,Montha,Monta,
มนต์ชัย,m,mon0.chaj0,Monchai,,
มนต์ทิพย์,f,mon0.thip3,Monthip,Montip,
มนต์นภา,f,mon0.na3.pha:0,Monnapha,Monnapa,
มนธิรา,f,mon0.thi3.ra:0,Monthira,Montira,
มนพร,f,ma0.na3.phO:n0,Manaphon,Manaphorn,Manaporn
มนฤดี,f,mon0.rI3.di:0,Monruedi,Monruedee,
มนฤทัย,f,mon0.rI3.thaj0,Monruethai,Monruetai,
มนัญญา,f,ma3.nan0.ja:0,Mananya,,
มนันยา,f,ma3.nan0.ja:0,Mananya,,
มนัส,m,ma0.nat3,Manat,,
มนัสชัย,m,ma0.nat3.chaj0,Manatchai,Manaschai,
มนัสดา,f,ma0.nat3.sa0.da:0,Manatsada,Manassada,
มนัสพงษ์,m,ma0.nat3.phoN0,Manatphong,Manatpong,Manaspong
มนัสพงษ์,m,ma0.nat3.sa0.phoN0,Manatsaphong,Manatsapong,Manassapong
มนู,m,ma0.nu:0,Manu,Manoo,
มนูศักดิ์,m,ma0.nu:0.sak1,Manusak,Manoosak,
มยุรฉัตร,f,ma3.ju3.ra3.chat1,Mayurachat,,
มรุต,m,ma3.rut3,Marut,Maroot,
มลตรี,m,mon0.tri:0,Montri,Montree,
มลทิรา,f,mon0.thi3.ra:0,Monthira,Montira,
มลฤดี,f,mon0.rI3.di:0,Monruedi,Monruedee,
มลิ,f,ma0.li3,Mali,,
มลิวรรณ,f,ma0.li3.wan0,Maliwan,Malivan,
มลิวัลย์,f,ma0.li3.wan0,Maliwan,Malivan,
มะ,m,ma3,Ma,,
มะดารี,m,ma3.da:0.ri:0,Madari,Madaree,
มะดาโอะ,m,ma3.da:0.?o1,Madao,,
มะนาวี,m,ma3.na:0.wi:0,Manawi,Manawee,
มะปราง,f,ma3.praN0,Maprang,,
มะยากี,m,ma3.ja:0.ki:0,Mayaki,Mayakee,
มะยุรี,f,ma3.ju3.ri:0,Mayuri,Mayuree,
มะรอซี,m,ma3.rO:0.si:0,Marosi,Marosee,
มะรอบี,m,ma3.rO:0.bi:0,Marobi,Marobee,
มะรอเซะ,m,ma3.rO:0.se3,Marose,Marosae,
มะลัย,f,ma3.laj0,Malai,,
มะลิ,f,ma0.li3,Mali,,
มะลิวรรณ,f,ma0.li3.wan0,Maliwan,Malivan,
มะสุกรี,m,ma3.su1.kri:0,Masukri,Masukree,
มะแอ,m,ma3.?{:0,Maae,,
มัณฑณา,f,man0.tha0.na:0,Manthana,Mantana,
มัณฑิตา,f,man0.thi3.ta:0,Manthita,Mantita,
มัณทนา,f,man0.tha0.na:0,Manthana,Mantana,
มัตติกา,f,mat3.ti1.ka:0,Mattika,,
มัทรี,f,mat3.si:0,Matsi,Matsri,
มันทนา,f,man0.tha0.na:0,Manthana,Mantana,
มาณวิกา,f,ma:n0.wi3.ka:0,Manwika,Marnwika,Marnvika
มาณี,f,ma:0.ni:0,Mani,Manee,
มานนท์,m,ma:0.non0,Manon,,
มานพ,m,ma:0.nop3,Manop,,
มานะ,m,ma:0.na3,Mana,,
มานะชัย,m,ma:0.na3.chaj0,Manachai,,
มานะศักดิ์,m,ma:0.na3.sak1,Manasak,Manasuk,
มานิต,m,ma:0.nit3,Manit,,
มานี,f,ma:0.ni:0,Mani,Manee,
มารินทร์,f,ma:0.rin0,Marin,,
มาริสา,f,ma:0.ri3.sa4,Marisa,,
มารีนี,f,ma:0.ri3.ni:0,Marini,Marinee,
มารียะ,f,ma:0.ri:0.ja3,Mariya,Mareeya,
มารียะห์,f,ma:0.ri:0.ja3,Mariya,Mareeya,
มารียา,f,ma:0.ri:0.ja:0,Mariya,Mareeya,
มารีเยาะ,f,ma:0.ri:0.jO3,Mariyo,Mareeyo,
มารีแย,f,ma:0.ri:0.j{:0,Mariyae,Mareeyae,
มาลัยพร,f,ma:0.laj0.phO:n0,Malaiphon,Malaiporn,
มาลิณี,f,ma:0.li3.ni:0,Malini,Malinee,
มาลินี,f,ma:0.li3.ni:0,Malini,Malinee,
มาลิษา,f,ma:0.li3.sa4,Malisa,,
มาลี,f,ma:0.li:0,Mali,Malee,
มาลีรัตน์,f,ma:0.li:0.rat3,Malirat,Maleerat,
มาวิน,m,ma:0.win0,Mawin,Mavin,
มาหะมะ,m,ma:0.ha1.ma3,Mahama,,
มาโนช,m,ma:0.no:t3,Manot,Manote,
มาโนชย์,m,ma:0.no:t3,Manot,Manote,
มิตรชัย,m,mit3.chaj0,Mitchai,,
มินตรา,f,min0.tra:0,Mintra,,
มีศักดิ์,m,mi:0.sak1,Misak,Meesak,
มือลี,m,mI:0.li:0,Mueli,Muelee,
มุกดา,f,muk3.da:0,Mukda,Mookda,
มุจรินทร์,f,mut3.ca0.rin0,Mutcharin,Mootcharin,
มุฑิตา,f,mu3.thi3.ta:0,Muthita,Mutita,
มุทิตา,f,mu3.thi3.ta:0,Muthita,Mutita,
มุสลิม,m,mut3.sa0.lim0,Mutsalim,Muslim,
มูรณี,f,mu:0.ra3.ni:0,Murani,Muranee,
มูฮัมมัด,m,mu:0.ham0.mat1,Muhammat,Muhammad,Muhummud
มูฮัมหมัด,m,mu:0.ham0.mat1,Muhammat,Muhammad,Muhummud
มูฮำมัด,m,mu:0.ham0.mat1,Muhammat,Muhammad,Muhummud
ยงยุทธ์,m,joN0.jut3,Yongyut,Yongyoot,
ยมลพร,f,ja3.mon0.phO:n0,Yamonphon,Yamonphorn,Yamonporn
ยรรยง,m,jan0.joN0,Yanyong,,
ยรรยงค์,m,jan0.joN0,Yanyong,,
ยลดา,f,jon0.la0.da:0,Yonlada,,
ยศพนธ์,m,jot3.sa0.phon0,Yotsaphon,Yotsapon,Yodsapon
ยศภัทร,m,jot3.sa0.phat3,Yotsaphat,Yotsapat,Yodsapat
ยศวริศ,m,jot3.wa3.rit3,Yotwarit,Yodwarit,
ยอด,m,jO:t2,Yot,Yod,Yord
ยอดชาย,m,jO:t2.cha:j0,Yotchai,Yodchai,Yordchai
ยอดธง,m,jO:t2.thoN0,Yotthong,Yodthong,Yordtong
ยอดยิ่ง,m,jO:t2.jiN2,Yotying,Yodying,Yordying
ยอดรัก,m,jO:t2.rak3,Yotrak,Yodrak,Yodruk
ยอดเพชร,m,jO:t2.phet3,Yotphet,Yodphet,Yordphet
ยะยา,m,ja3.ja:0,Yaya,,
ยะห์ยา,m,ja3.ja:0,Yaya,,
ยาการียา,m,ja:0.ka:0.ri:ya:0,Yakariya,Yakareeya,
ยามีละห์,f,ja:0.mi:0.la3,Yamila,Yameela,
ยาวาเฮ,f,ja:0.wa:0.he:0,Yawahe,Yawahae,
ยินดี,f,jin0.di:0,Yindi,Yindee,
ยิ่งศักดิ์,m,jiN2.sak1,Yingsak,Yingsuk,
ยุทธ,m,jut3,Yut,Yuth,
ยุทธกร,m,jut3.tha0.kO:n0,Yutthakon,Yuttakorn,
ยุทธการ,m,jut3.tha0.ka:n0,Yutthakan,Yuttakan,Yuttakarn
ยุทธจักร,m,jut3.tha0.cak1,Yutthachak,Yuttachak,Yuttajak
ยุทธพงศ์,m,jut3.tha0.phoN0,Yutthaphong,Yuttaphong,Yuttapong
ยุทธพงษ์,m,jut3.tha0.phoN0,Yutthaphong,Yuttaphong,Yuttapong
ยุทธพล,m,jut3.tha0.phon0,Yutthaphon,Yuttapon,Yuttapol
ยุทธพิชัย,m,jut3.tha0.phi3.chaj0,Yutthaphichai,Yuttaphichai,Yuttapichai
ยุทธศักดิ์,m,jut3.tha0.sak1,Yutthasak,Yuttasak,
ยุทธศาสตร์,m,jut3.tha0.sa:t1,Yutthasat,Yuttasak,
ยุทธศิลป์,m,jut3.tha0.sin4,Yutthasin,Yuttasin,Yuttasilp
ยุพยง,f,jup3.pha0.joN0,Yupphayong,Yuppayong,
ยุพาพรรณ,f,ju3.pha:0.phan0,Yuphaphan,Yupapan,
ยุพาภรณ์,f,ju3.pha:0.phO:n0,Yuphaphon,Yupapon,Yupaporn
ยุพเยาว์,f,jup3.pha0.jaw0,Yupphayao,Yuppayao,
ยุภา,f,ju3.pha:0,Yupha,Yupa,
ยุภาวรรณ,f,ju3.pha:0.wan0,Yuphawan,Yupawan,
ยุรนันท์,m,ju3.ra3.nan0,Yuranan,Yuranun,
ยุรี,f,ju3.ri:0,Yuri,Yuree,
ยุวดี,f,ju3.wa3.di:0,Yuwadi,Yuwadee,
ยุวธิดา,f,ju3.wa3.thi3.da:0,Yuwathida,Yuwatida,
ยุวภา,f,ju3.wa3.pha:0,Yuwapha,Yuwapa,
ยุวรินทร์,f,ju3.wa3.rin0,Yuwarin,,
ยุวรี,f,ju3.wa3.ri:0,Yuwari,Yuwaree,
ยุวันดา,f,ju3.wan0.da:0,Yuwanda,,
ยูโซะ,m,ju:0.so3,Yuso,,
ยูโซ๊ะ,m,ju:0.so3,Yuso,,
รจนา,f,rot3.ca0.na:0,Rotchana,Rotjana,Rodjana
รชต,m,ra3.cha0.ta1,Rachata,,
รชตะ,m,ra3.cha0.ta1,Rachata,,
รชนีกร,f,ra3.cha0.ni:0.kO:n0,Rachanikon,Rachanikorn,Rachaneekorn
รชยา,f,ra3.cha0.ja:0,Rachaya,,
รณกฤต,m,ron0.na0.krit1,Ronnakrit,,
รณชัย,m,ron0.na0.chaj0,Ronnachai,,
รณชิต,m,ron0.na0.chit3,Ronnachit,,
รณภพ,m,ron0.na0.phop3,Ronnaphop,Ronnapop,
รณภูมิ,m,ron0.na0.phu:m0,Ronnaphum,Ronnapum,Ronnapoom
รณยุทธ,m,ron0.na0.jut3,Ronnayut,,
รดาณัฐ,f,ra3.da:0.nat3,Radanat,Radanut,
รติมา,f,ra3.ti1.ma:0,Ratima,,
รติรัตน์,f,ra3.ti1.rat3,Ratirat,,
รพีพงศ์,m,ra3.phi:0.phoN0,Raphiphong,Rapipong,Rapeepong
รพีพรรณ,f,ra3.phi:0.phan0,Raphiphan,Rapipan,Rapeepan
รมณ,f,ra3.mon0,Ramon,,
รมิดา,f,ra3.mi3.da:0,Ramida,,
รมิตา,f,ra3.mi3.ta:0,Ramita,,
รวงทอง,f,ruaN0.thO:N0,Ruangthong,Ruangtong,
รวมพร,f,ruam0.phO:n0,Ruamphon,Ruampon,Ruamporn
รวิกานต์,f,ra3.wi3.ka:n0,Rawika,Ravika,
รวิภา,f,ra3.wi3.pha:0,Rawipha,Rawipa,Ravipa
รสรินทร์,f,rot3.sa0.rin0,Rotsarin,Rodsarin,
รสลิน,f,rot3.sa0.lin0,Rotsalin,Rodsalin,
รอกีเย๊าะ,f,rO:0.ki:0.jO3,Rokiyo,,
รอซีดะห์,f,rO:0.si:0.da1,Rosida,Roseeda,
รอมลี,m,rOm0.li:0,Romli,Romlee,
รอยาลี,m,rO:0.ja:0.li:0,Royali,Royalee,
รอฮีหม๊ะ,f,rO:0.hi:0.ma3,Rohima,Roheema,
ระพีพร,f,ra3.phi:0.phO:n0,Raphiphon,Rapiporn,Rapeeporn
ระพีพรรณ,f,ra3.phi:0.phan0,Raphiphan,Rapiphan,Rapeephan
ระวีวรรณ,f,ra3.wi:0.wan0,Rawiwan,Raweewan,
รักชาติ,m,rak3.cha:t2,Rakchat,Rakchart,
รักพงษ์,m,rak3.phoN0,Rakphong,Rakpong,
รักเกียรติ,m,rak3.kiat1,Rakkiat,,
รังสรร,m,raN0.san4,Rangsan,Rangsun,
รังสันต์,m,raN0.san4,Rangsan,Rangsun,
รังสิมันต์,m,raN0.si1.man0,Rangsiman,,
รังสิยา,f,raN0.si1.ja:0,Rangsiya,,
รัชชนก,f,rat3.cha0.nok3,Ratchanok,,
รัชชานนท์,m,rat3.cha:0.non0,Ratchanon,,
รัชญา,f,rat3.cha0.ja:0,Ratchaya,,
รัชฎาภรณ์,f,rat3.cha0.da:0.phO:n0,Ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชฏาภรณ์,f,rat3.cha0.da:0.phO:n0,Ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชณี,f,rat3.cha0.ni:0,Ratchani,Ratchanee,
รัชดาพร,f,rat3.cha0.da:0.phO:n0,Ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชดาวรรณ,f,rat3.cha0.da:0.wan0,Ratchadawan,,
รัชตะ,m,rat3.cha0.ta1,Ratchata,,
รัชนก,f,rat3.cha0.nok3,Ratchanok,,
รัชนิดา,f,rat3.cha0.ni3.da:0,Ratchanida,,
รัชนี,f,rat3.cha0.ni:0,Ratchani,Ratchanee,
รัชนีพร,f,rat3.cha0.ni:0.phO:n0,Ratchaniphon,Ratchaniporn,Ratchaneeporn
รัชนีภรณ์,f,rat3.cha0.ni:0.phO:n0,Ratchaniphon,Ratchaniporn,Ratchaneeporn
รัชนีวรรณ,f,rat3.cha0.ni:0.wan0,Ratchaniwan,Ratchaneewan,
รัชพงศ์,m,rat3.cha0.phoN0,Ratchaphong,Ratchapong,
รัชพร,f,rat3.cha0.phO:n0,Ratchaphon,Ratchaphorn,Ratchaporn
รัชพล,m,rat3.cha0.phon0,Ratchaphon,Ratchapon,
รัชภร,f,rat3.cha0.phO:n0,Ratchaphon,Ratchaphorn,Ratchaporn
รัชภูมิ,m,rat3.cha0.phu:m0,Ratchaphum,Ratchapum,Ratchapoom
รัชยา,f,rat3.cha0.ja:0,Ratchaya,,
รัชรินทร์,f,rat3.cha0.rin0,Ratcharin,,
รัชวรรณ,f,rat3.cha0.wan0,Ratchawan,,
รัญจวน,f,ran0.cuan0,Ranchuan,Ranjuan,
รัฐกร,m,rat3.tha0.kO:n0,Ratthakon,Ratthakorn,Rattakorn
รัฐกรณ์,m,rat3.tha0.kO:n0,Ratthakon,Ratthakorn,Rattakorn
รัฐธรรมนูญ,m,rat3.tha0.tham0.ma0.nu:n0,Ratthathammanun,Ratthathammanoon,Rattatammanun
รัฐพงศ์,m,rat3.tha0.phoN0,Ratthaphong,Rattaphong,Rattapong
รัฐวิทย์,m,rat3.tha0.wit3,Ratthawit,Rattawit,Rattavit
รัฐวุฒิ,m,rat3.tha0.wut3,Ratthawut,Rattawut,Rattavut
รัฐศักดิ์,m,rat3.tha0.sak1,Ratthasak,Rattasak,Rattasuk
รัฐศาสตร์,m,rat3.tha0.sa:t1,Ratthasat,Rattasat,Rattasart
รัดเกล้า,f,rat3.kla:w2,Ratklao,,
รัตดา,f,rat3.da:0,Ratda,,
รัตติกา,f,rat3.ti1.ka:0,Rattika,Radtika,
รัตติกานต์,f,rat3.ti1.ka:n0,Rattikan,Rattikarn,Radtikan
รัตติกาล,f,rat3.ti1.ka:n0,Rattikan,Rattikarn,Radtikan
รัตตินันท์,f,rat3.ti1.nan0,Rattinan,Rattinun,
รัตติยากร,f,rat3.ti1.ja:0.kO:n0,Rattiyakon,Rattiyakorn,
รัตนชัย,m,rat3.ta0.na3.chaj0,Rattanachai,,
รัตนพล,m,rat3.ta0.na3.phon0,Rattanaphon,Rattanapon,
รัตนภรณ์,f,rat3.ta0.na3.phO:n0,Rattanaphon,Rattanapon,Rattanaporn
รัตนศักดิ์,m,rat3.ta0.na3.sak1,Rattanasak,Rattanasuk,
รัตนาพร,f,rat3.ta0.na:0.phO:n0,Rattanaphon,Rattanapon,Rattanaporn
รัตนาภรณ์,f,rat3.ta0.na:0.phO:n0,Rattanaphon,Rattanapon,Rattanaporn
รัตนาวรรณ,f,rat3.ta0.na:0.wan0,Rattanawan,,
รัตนโชติ,m,rat3.ta0.na3.cho:t2,Rattanachot,,
รัตน์สุดา,f,rat3.su1.da:0,Ratsuda,,
รัตยา,f,rat3.ta0.ja:0,Rattaya,,
รัติยา,f,rat3.ti1.ja:0,Rattiya,,
รัสรินทร์,f,rat3.sa0.rin0,Ratsarin,,
ราชัญ,m,ra:0.chan0,Rachan,,
ราชัน,m,ra:0.chan0,Rachan,,
ราชาวดี,f,ra:0.cha:0.wa0.di:0,Rachawadi,Rachawadee,
ราชิต,m,ra:0.chit3,Rachit,,
ราณี,f,ra:0.ni:0,Rani,Ranee,
ราตรี,f,ra:0.tri:0,Ratree,,
รานี,f,ra:0.ni:0,Rani,Ranee,
ราวิน,m,ra:0.win0,Rawin,,
ราวี,m,ra:0.wi:0,Rawi,Rawee,
ราเชน,m,ra:0.che:n0,Rachen,Rachain,
ราเชนทร์,m,ra:0.che:n0,Rachen,Rachain,
ราเมศร์,m,ra:0.me:t2,Ramet,Ramate,
รำพรรณ,f,ram0.phan0,Ramphan,Rampan,
รำพึง,f,ram0.phIN0,Ramphueng,,
รำไพ,f,ram0.phaj0,Ramphai,Rampai,
รำไพพรรณ,f,ram0.phaj0.phan0,Ramphaiphan,Rampaipan,
รำไพร,f,ram0.phraj0,Ramprai,,
รินทร์ลภัส,f,rin0.la0.phat3,Rinlaphat,Rinlapat,
รินรดา,f,rin0.ra3.da:0,Rinrada,,
ริสา,f,ri3.sa:4,Risa,,
รุจ,m,rut3,Rut,,
รุจน์,m,rut3,Rut,,
รุจาภา,f,ru3.ca:0.pha:0,Ruchapha,Ruchapa,
รุจิกาญจน์,f,ru3.ci1.ka:n0,Ruchikan,Ruchikarn,Rujikan
รุจิภา,f,ru3.ci1.pha:0,Ruchipha,Ruchipa,Rujipha
รุจิภาส,m,ru3.ci1.pha:t2,Ruchiphat,Ruchipat,Rujipat
รุจิเรข,f,ru3.ci1.re:k2,Ruchirek,Ruchirake,Rujirek
รุจีรัตน์,f,ru3.ci:0.rat3,Ruchirat,Rujirat,
รุสดี,m,rut3.sa0.di:0,Rutsadi,Rutsadee,
รุสนา,f,rut3.sa0.na:0,Rutsana,,
รุสนี,f,rut3.sa0.ni:0,Rutsani,Rutsanee,
รุสลัน,m,rut3.sa0.lan0,Rutsalan,,
รุสลี,m,rut3.sa0.li:0,Rutsali,Rutsalee,
รุ่งกานต์,f,ruN2.ka:n0,Rungkan,Rungkarn,
รุ่งชัย,m,ruN2.chaj0,Rungchai,,
รุ่งณภา,f,ruN2.na3.pha:0,Rungnapha,Rungnapa,
รุ่งธรรม,m,ruN2.tham0,Rungtham,Rungthum,Rungtam
รุ่งฟ้า,f,ruN2.fa3,Rungfa,Rungfah,
รุ่งรวี,f,ruN2.ra3.wi:0,Rungrawi,Rungrawee,
รุ่งระวี,f,ruN2.ra3.wi:0,Rungrawi,Rungrawee,
รุ่งรัศมี,f,ruN2.rat3.sa0.mi:4,Rungratsami,Rungratsamee,
รุ่งฤทัย,f,ruN2.rI3.thaj0,Rungruethai,Rungruetai,
รุ่งศิริ,f,ruN2.si1.ri1,Rungsiri,,
รุ่งโรจน์,m,ruN2.ro:t2,Rungrot,Rungrote,
รุ้งทอง,f,ruN3.thoN0,Rungthong,Rungtong,
รุ้งนภา,f,ruN3.na3.pha:0,Rungnapha,Rungnapa,
ฤกษ์ชัย,m,r@:k2.chaj0,Roekchai,,
ฤดี,f,rI3.di:0,Ruedi,Ruedee,
ฤดีรัตน์,f,rI3.di:0.rat3,Ruedirat,Ruedeerat,
ฤทธิพร,m,rit3.thi3.phO:n0,Ritthiphon,Rittiporn,
ฤทธิศักดิ์,m,rit3.thi3.sak1,Ritthisak,Rittisak,
ฤทธิเกียรติ,m,rit3.thi3.kiat1,Ritthikiat,Rittikiat,
ฤทธิเดช,m,rit3.thi3.de:t1,Ritthidet,Rittidet,Rittidech
ฤทธิไกร,m,rit3.thi3.kraj0,Ritthikrai,Rittikrai,
ฤทัยรัตน์,f,rI3.thaj0.rat3,Ruethairat,Ruetairat,
ลฎาภา,f,la3.da:0.pha:0,Ladapha,Ladapa,
ลดาพร,f,la3.da:0.phO:n0,Ladaphon,Ladaphorn,Ladaporn
ลดาวรรณ,f,la3.da:0.wan0,Ladawan,,
ลภัสกร,f,la3.phat3.sa0.kO:n0,Laphatsakon,Lapatsakorn,
ลภัสนันท์,f,la3.phat3.sa0.nan0,Laphatsanan,Lapatsanan,Lapatsanun
ลลดา,f,la0.la3.da:0,Lalada,,
ละมัย,f,la0.maj0,Lamai,,
ละม้าย,f,la0.ma:j3,Lamai,,
ละออ,f,la0.?O:0,Lao,Laor,
ละออง,f,la0.?O:N0,Laong,,
ละอองทิพย์,f,la0.?O:N0.thip3,Laongthip,Laongtip,
ละไม,f,la0.maj0,Lamai,,
ลักขณา,f,lak3.kha0.na:0,Lakkhana,Lakkana,
ลักคณา,f,lak3.kha0.na:0,Lakkhana,Lakkana,
ลักษณพร,f,lak3.sa1.na3.phO:n0,Laksanaphon,Laksanaphorn,Laksanaporn
ลักษณา,f,lak3.sa0.na:0,Laksana,Luksana,
ลักษณ์นารา,f,lak3.na:0.ra:0,Laknara,,
ลัดดาภรณ์,f,lat3.da:0.phO:n0,Latdaphon,Latdaphorn,Latdaporn
ลาวัลย์,f,la:0.wan0,Lawan,,
ลำพวน,f,lam0.phuan0,Lamphuan,Lampuan,
ลำพึง,f,lam0.phIN0,Lamphueng,Lampueng,
ลำพู,f,lam0.phu:0,Lamphu,Lampu,
ลำภู,f,lam0.phu:0,Lamphu,Lampu,
ลำยงค์,f,lam0.joN0,Lamyong,,
ลำยวน,f,lam0.yuan0,Lamyuan,,
ลำยอง,f,lam0.yoN0,Lamyong,,
ลำเจียก,f,lam0.ciak1,Lamchiak,Lamjiak,
ลำใย,f,lam0.jaj0,lamyai,lumyai,
ลำไย,f,lam0.jaj0,lamyai,lumyai,
ลิตา,f,li3.ta:0,lita,litar,
ลือชา,m,lI:0.cha:0,luecha,,
ลุกมัน,m,luk3.man0,lukman,lookman,
ลุกมาน,m,luk3.ma:n0,lukman,lookman,
ลูกจันทร์,f,lu:k2.can0,lukchan,lookchan,lukjan
วงค์เดือน,f,woN0.dIan0,wongduean,vongduean,
วงจันทร์,f,woN0.can0,wongchan,wongjan,
วงศ์วริศ,m,woN0.wa0.rit3,wongwarit,vongvarit,
วงศ์เดือน,f,woN0.dIan0,wongduean,vongduean,
วงษ์เดือน,f,woN0.dIan0,wongduean,vongduean,
วงเดือน,f,woN0.dIan0,wongduean,vongduean,
วชิร,m,wa3.chi3.ra3,wachira,vachira,
วชิรพงศ์,m,wa3.chi3.ra3.phoN0,wachiraphong,vachiraphong,wachirapong
วชิรพงษ์,m,wa3.chi3.ra3.phoN0,wachiraphong,vachiraphong,wachirapong
วชิรพล,m,wa3.chi3.ra3.phon0,wachiraphon,vachiraphon,vachiraphol
วชิรพันธ์,m,wa3.chi3.ra3.phan0,wachiraphan,vachiraphan,wachirapan
วชิรศักดิ์,m,wa3.chi3.ra3.sak1,wachirasak,vachirasak,
วชิราพร,f,wa3.chi0.ra:0.phO:n0,wachiraphon,wachiraphorn,wachiraporn
วชิราวุธ,m,wa3.chi0.ra:0.wut3,wachirawut,wachiravut,vachiravut
วณิชญา,f,wa3.nit3.cha0.ja:0,wanitchaya,wanichchaya,vanitchaya
วณิชา,f,wa3.ni3.cha:0,wanicha,vanicha,
วณิดา,f,wa3.ni3.da:0,wanida,vanida,
วณี,f,wa3.ni:0,wani,wanee,
วดี,f,wa3.di:0,wadi,wadee,
วทัญญู,m,wa3.than0.ju:0,wathanyu,watanyu,vathanyou
วนัชพร,f,wa0.nat3.cha0.phO:n0,wanatchaphon,wanatchaphorn,wanatchaporn
วนัส,m,wa3.nat3,wanat,wanus,
วนาพร,f,wa3.na:0.phO:n0,wanaphon,wanaphorn,wanaporn
วนาลี,f,wa3.na:0.li:0,wanali,wanalee,vanalee
วนิดา,f,wa3.ni3.da:0,wanida,vanida,
วรกฤต,m,wO:0.ra0.krit1,worakrit,worrakit,worrakrit
วรกัญญา,f,wa3.ra3.kan0.ja:0,warakanya,,
วรกัญญา,f,wO:0.ra3.kan0.ja:0,worakanya,worrakanya,
วรณัน,f,wO:0.ra0.nan0,woranan,worranan,vorranun
วรดร,m,wO:0.ra0.dO:n0,woradon,worradorn,vorradorn
วรท,m,wa3.rot3,warot,varot,
วรนิษฐา,f,wO:0.ra0.nit3.tha:4,woranittha,worranittha,voranittha
วรนุช,f,wO:0.ra0.nut3,woranut,worranuch,voranuch
วรปรัชญ์,m,wO:0.ra0.prat1,woraprat,worraprat,voraprat
วรพจน์,m,wO:0.ra0.phot3,woraphot,worapote,vorapote
วรพล,m,wO:0.ra0.phon0,woraphon,worapon,woraphol
วรภพ,m,wO:0.ra0.phop3,woraphop,woraphob,voraphob
วรยศ,m,wO:0.ra0.jot3,worayot,worrayot,vorayot
วรรญา,f,wan0.ja:0,wanya,,
วรรณธนา,f,wan0.tha0.na:0,wanthana,wantana,
วรรณธิดา,f,wan0.thi3.da:0,wanthida,wantida,
วรรณนิดา,f,wan0.ni3.da:0,wannida,,
วรรณนิศา,f,wan0.ni3.sa:4,wannisa,,
วรรณนิษา,f,wan0.ni3.sa:4,wannisa,,
วรรณประภา,f,wan0.pra1.pha:0,wanprapha,wanpapha,
วรรณภา,f,wan0.pha:0,wanpha,,
วรรณรวี,f,wan0.ra3.wi:0,wanrawi,wanrawee,
วรรณวลี,f,wan0.wa0.li:0,wanwali,wanwalee,
วรรณวิมล,f,wan0.wi3.mon0,wanwimon,wanwimol,wanvimon
วรรณวิศา,f,wan0.wi3.sa:4,wanwisa,wanvisa,
วรรณวิสาข์,f,wan0.wi3.sa:4,wanwisa,wanvisa,
วรรณวิไล,f,wan0.wi3.laj0,wanwilai,wanvilai,
วรรณศักดิ์,m,wan0.sak1,wansak,,
วรรณา,f,wan0.na:0,wanna,,
วรรธนะ,m,wat3.tha0.na3,watthana,wattana,
วรรธนัย,m,wat3.tha0.naj0,watthanai,wattanai,
วรรนิภา,f,wan0.ni3.pha:0,wannipha,wannipa,
วรรษชล,f,wat3.sa1.chon0,watsachon,wassachon,
วรรษา,f,wat3.sa:4,watsa,wassa,
วรลักษณ์,f,wO:0.ra0.lak3,woralak,worralak,woraluck
วรวรรธน์,m,wO:0.ra0.wat3,worawat,vorawat,worrawat
วรวัฒน์,m,wO:0.ra0.wat3,worawat,vorawat,worrawat
วรวิช,m,wO:0.ra0.wit3,worawit,worrawich,vorawich
วรวิทย์,m,wO:0.ra0.wit3,worawit,worrawit,vorawit
วรวุฒิ,m,wO:0.ra0.wut3,worawut,worrawut,voravut
วรวุธ,m,wO:0.ra0.wut3,worawut,worrawut,voravut
วรสิทธิ์,m,wO:0.ra0.sit1,worasit,worrasit,vorasit
วรัชยา,f,wa3.rat3.cha0.ja:0,waratchaya,varatchaya,
วรัญญู,m,wa3.ran0.ju:0,waranyu,varanyu,varunyu
วรัท,m,wa3.rat3,warat,varat,
วรัทยา,f,wa3.rat3.tha0.ja:0,waratthaya,warattaya,varattaya
วรัมพร,f,wa3.ram0.phO:n0,waramphon,waramphorn,waramporn
วราพงษ์,m,wa3.ra:0.phoN0,waraphong,varaphong,warapong
วราพร,f,wa3.ra:0.phO:n0,waraphon,varaporn,waraphorn
วราพล,m,wa3.ra:0.phon0,waraphon,waraphol,varaphol
วราภรณ์,f,wa3.ra:0.phO:n0,waraphon,varaphorn,waraporn
วรายุ,m,wa3.ra:0.ju3,warayu,varayu,
วรายุทธ,m,wa3.ra:0.jut3,warayut,varayuth,warayuth
วรายุส,m,wa3.ra:0.jut3,warayut,warayus,varayus
วรารักษ์,f,wa3.ra:0.rak3,wararak,vararak,
วรารัตน์,f,wa3.ra:0.rat3,wararat,vararat,
วราลักษณ์,f,wa3.ra:0.lak3,waralak,waraluck,varalak
วราลี,f,wa3.ra:0.li:0,warali,waralee,varalee
วราวุฒิ,m,wa3.ra:0.wut3,warawut,warawoot,varavut
